comment,time,vader_scores,vader_compound,vader_label
"Acá en Honduras a los de cuello blanco los envían a cárceles privadas. A los batallones donde solo ellos están no los envían donde está el resto delincuentes. Deberían hacer lo mismo para que sepan lo que es realmente ser ""privados de libertad"" ellos ya no tienen ningún derecho. Bravo por el salvador y por Bukele. Necesitamos más Bukeles en el resto de latinoamerica.",1 year ago,"{'neg': 0.066, 'neu': 0.934, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
Increíble gracias.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @ahiteladejoir9420  tampoco existe la delincuencia 😂,1 year ago (edited),"{'neg': 0.139, 'neu': 0.584, 'pos': 0.277, 'compound': 0.4404}",0.4404,positive
Thank u,1 year ago,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,positive
Pero an encerrado a personas que no an echo nada y pues estaban diciendo que les botan las cosas no creo que bukele aga bien su trabajo,1 year ago,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
El que este libre de pecado que tire la primera piedra,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Se deverian de deshacer de todo politico antes de chuckle,1 year ago,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,positive
HAHAHAHA LO PUSE EN INDÚ,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @Luis_51 eso es verdad yo no seré pobre pero tampoco soy rico y aun así trabajo honradamente y se que necesito dinero pero prefiero ganarlo lentamente a ganarlo arriesgando mi libertad o peor mi vida,1 year ago (edited),"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
No es cierto  como quieren  que los traten bien  si ellos hicieron  mucho daño a las personas entonces q los lleven a hotel 5 estrellas,1 year ago,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
"Очень рад за вашу страну! Поздравляю! 
Желаю Сальвадору  процветания в согласии и радости! Привет из Руси !!!",1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Luisito en Ruso siento que esta maldiciendo jajaja... Excelente video!!!,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Todos los idiomas es su voz  wtf 👏👏👏,1 year ago,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.5859}",-0.5859,negative
 @Desafío_IQ  ok 👍👍,1 year ago (edited),"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}",0.296,positive
"Excelente cárcel así debieran ser todas así como quitan la vida a un ser y sus familiares nunca mas lo van a poder ver estos criminales se merecen lo mismo nadies los visite muertos en vida por sus malas acciones.
Excelente documental Luisito bendiciones ❤",1 year ago,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.6369}",0.6369,positive
Lo absurdo es que sigan vivos… si los usan como mano de obra lo entiendo. Pero si no es asi no entiendo toda esa infraestructura a no ser que simplemente se haga politica,1 year ago,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.6808}",-0.6808,negative
Tranquilo amigo recuerde El Salvador es un país pequeño puede ser más fácil de gobernar que otro país más grande con esa estrategia pero seria bueno que imiten lo bueno para mejorar,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Luisito gracias por visitar nuestro país que también es el tuyo bienvenido 🎉,1 year ago,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",0.4019,positive
Uffff que nivel Luisito sos top de gama,1 year ago,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",0.2023,positive
"​ @JoseFl0res1313 
Pues serán tus hnos. Pero no los mios....que los hace hnos? de la gente honesta trabajadora y que quiere hacer lo correcto???.....
Que estupidez!!",1 year ago (edited),"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.5781}",-0.5781,negative
Wow genial,1 year ago,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.765}",0.765,positive
Luisillo japones jajaja,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @isabelsalmeronjuarez1220 te sientes mal por ver Alós presos en ese estado???,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
But nothing Indonesian language,8 months ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Me alegro mucho,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @jerbin85  Los que le critican a Bukele esto son crminales hacen bien en tener miedo.. mas tarde que temprano terminaran ahi!,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Pobre muchacho qdeo,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
A kabron que buen servicio te doblaste solito en ingles vdd. Que Chido !,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Está perfecto el castigó que se les aplica solamente así se calman de otra manera no.,1 year ago,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3182}",0.3182,positive
​ @Antônio36h ☠️☠️☠️☠️,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Luisito comunica haz más este tipo de videos...donde se ve la cruda realidad sin caretas....no sólo lo lindo!¡!!👍 buen video,1 year ago,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.6679}",-0.6679,negative
❤❤,1 year ago,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.8555}",0.8555,positive
Váyase a vivir al Salvador,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Grande Luisito gracias,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Lu8sito Ruso😅,1 year ago,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,positive
 @JairoZelaya8  bien por ti pero los salvadoreños no opinan lo mismo la  verdad no hay que sentir lástima por tales asesinos pero como dije  bien por ti tienes un corazón muy grande no pienses que es sarcasmo porque ya he visto comentarios como este de manera sarcástica,1 year ago (edited),"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.6808}",-0.6808,negative
Me saludas por favor Luisito,1 year ago,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,positive
X2,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Mira estoy totalmente de acuerdo en que se vive una gran inseguridad en Latinoamérica.
Pero realmente crees necesario un presidente como el.
En México por ejemplo.
Pregunta muy muy seria.",1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Muy interesante el video el audio en ingles es horrible. Contraten a un doblador....,1 year ago,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
Nel,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
que bueno escuchar eso compa,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Visite Ecuador,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Fue hecho con IA? Pasé por varios idiomas y suena como si fuera una IA.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Bukele puede hacer eso por que el salvador no tiene petróleo si tuviera petróleo ya le habrian llevado su dosis de liberta 🗽,1 year ago,"{'neg': 0.077, 'neu': 0.804, 'pos': 0.119, 'compound': 0.296}",0.296,positive
Gracias,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Fue un vídeo increíble y sobre todo la forma en como lo transmites admiro la seguridad del lugar bravo para el salvador 👍,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Un bukake,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Lo que latinoamérica necesita es una estructura familiar sólida y mejores oportunidades laborales.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Que guapo escuchar a Luisito en varios Idiomas por la Inteligencia Artificial. No sabía que ya se estaba aplicando a los vídeossi llevaremos como un año conociendo sobre el avance en clonación de voz. Si esto acaba en Terminator que nos toque el bueno de la segunda parte.que pasa ? Soy un poco friki de Terminator.,1 year ago,"{'neg': 0.038, 'neu': 0.962, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
​ @tavomontana3302 te faltó poner en tu comentario. Atentamente: familiar de algún angelito que pertenecía a pandillas q esta encerrado😅,1 year ago (edited),"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3612}",0.3612,positive
​ @tavomontana3302  están en nicaragua xq sino allí estuvieran con las pandillas enserrados,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @tavomontana3302 eres del salvador? Mataron a un familiar tuyo? Puedes responder?😂😂😂,1 month ago,"{'neg': 0.148, 'neu': 0.543, 'pos': 0.309, 'compound': 0.8496}",0.8496,positive
Jajajaja lo mejor es que gracias a la IA podemos escucharte en ruso hindi... Jajaja luisito francés también...,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Bukele es el Salvador gracias a él y su gestión en la presidencia. Saludos desde Perú🇵🇪 🎉,1 year ago,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0.4019,positive
"​ @theloyal5831 
Averigua la cantidad de zombies drogados que caminan por sus calles",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @DanielMartinez-hi5cv  estas en lo cierto amigo este hombre de verdad ama su pais eso si es amor puro e incondicional a sus hermanos salvadoreños 👏👏,1 year ago (edited),"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.6124}",0.6124,positive
Que alivio,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
El salvador fue salvado literalmente. Ojalá hicieran lo mismo en las prisiones de Venezuela... Acá los presos viven como reyes esto en vez de prisiones parecen hoteles muy grandes...,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Luisito mi tio esta en esa carcel soy salvadoreña,10 months ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @tavomontana3302  el echo de que seas pobre no te da derecho de volverte un criminal tener una infancia difícil tampoco es excusa vivir en un barrio complicado tampoco. En los barrios hay mucha gente pobre y buena. El que se tuerce es porque quiere,1 year ago (edited),"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.6808}",-0.6808,negative
Y en la madre patria también necesitamos un Bukele urgentemente,6 months ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Así es necesitamos de esas cárceles reglas y un bukele en México,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Lo que Latinoamérica y el mundo en general lo que necesita es educación y también políticos que no sean corruptos así como igualdad de condiciones para las personas muchos de los criminales del futuro están siendo hoy marginados. Justicia y cárcel si pero muchas cosas se podrían evitar.. por otro lado cuantos criminales de etiqueta (que deciden guerras venta de armas y un largo etcétera deberían estar encerrados y sin embargo disfrutan de prestigio social y dinero?),1 year ago,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.7003}",-0.7003,negative
Pónganle en idioma japonés y está bien chistoso se miaran de risa  aclarando mis respetos para todas la lenguas ,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"La cárcel del Salvador ""hoy"" es la manifestación evidente de lo que significa ""justicia"". 
Absolutamente todo cada detalle ahí dentro es inspirado en el espíritu de la justicia. Impresiona? Claro que sí... Pero es más edificante al ser humano ese tipo de Impresiones  que impresionarse de más y más maldad. Bendito sea el presidente Bukele pero más Bendito es Dios que lo puso para administrar ese país.",1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Grande Luisito ya era de dar el salto a aguas internacionales. Un abrazo de Perú y exitos hermano,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Es un asesino,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hola Luisito saludos desde Puebla Puebla 😊😊😊😅,1 year ago,"{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.9612}",0.9612,positive
Dios bendiga a tu Presidente 🙏,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Bendiciones,1 month ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Interesante ✨ no lo había notado.,1 year ago,"{'neg': 0.259, 'neu': 0.471, 'pos': 0.271, 'compound': 0.0258}",0.0258,neutral
Viendo en japonés🇯🇵😂,1 year ago,"{'neg': 0.162, 'neu': 0.513, 'pos': 0.325, 'compound': 0.4404}",0.4404,positive
Olovorgo,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Te felicito un gran trabajo ya me suscribí a tu canal lo mereces ..,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
" @HugoHenriquez666  tus vivencias personales no son argumentos..
 Se deben atender las causas que hacen que esos individuos lleguen hacer eso.. porque si no nunca va a acabar si sigue la pobreza y miseria y desigualdad en el salvador por ejemplo.
Me pregunto si en el salvador las mujeres no sufren acoso o violencia en sus casas.. nadie lo sabrá",1 year ago (edited),"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.6808}",-0.6808,negative
Me alegro mucho por ustedes❤,1 year ago,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,positive
Me alegro y bendigo a ese presidente y que Dios todo poderoso lo siga bendiciendo,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Soy Salvadoreño y quiero agradecerte por este reportaje que el mundo conozca la verdad de lo que nuestro pueblo a sufrido que conozcan que ahora las cosas son diferentes! Dios te bendiga a ti y a nuestro amado El Salvador,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @andreschaparro7063 Pues yo pido a Dios que nos dé a Bukele para muchos años...,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Está bastante bien esa IA el ingles algo quebrado pero se entiende totalmente.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
a lo que llega la IA,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
" @Luis_51 
Vi",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I dont undestand,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Es un verdadero Patriota Bukele yo lo comparo con Zapata que desgracia del kks en Mexico,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
GRACIAS POR ESTE IMPRESIONANTE Y VALIENTE VIDEO!  QUISIERAMOS EN MEXICO TENER UN BUKELE  OJALA ADELA MICHA VEA TU REPORTAJE  Y EL PENSAR DE TODOS LOS CIUDADANOS SALVADOREÑOS.   ES MUY BUENA PERIODISTA SOY SU FAN   PERO DIFIERO EN LOS COMENTARIOS QUE HIZO AL REFERIRSE  A  BUKELE POR SU RE ELECCION YO TAMBIEN HUBIERA VOTADO POR EL,1 year ago,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.3802}",0.3802,positive
Saludos desde Honduras,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
E aqui no Brasil que os bandidos vivem como se fosse em um palacioisso quando não é solto por essa justiça vagabunda que temos aqui no Brasil,1 year ago,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
" @jerbin85 
Dos preguntas:
Eres Salvadoreño?
Tienes pruebas de lo que dices?",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @Luis_51 y ese chambre el primer requisito para entrar al CECOT es tener pertenencia no es muy facil entrar asi por asi si para ti los ases1n0s son humildes mereces estar preso,1 year ago (edited),"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
​ @JuniorVindel  HECHA LAPIZ QUE ESOS PAISES TIENEN MUCHISIMO MAS PRESUPUESTOS QUE EL SALVADOR UN PAIS POBRE CON UNA GRAN DEUDA CUANDO LLEGO BUKELE!! SINEMBARGO EL FUE CAPAS TUVO LA VOLUNTAD DE HASERLO!!,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
No manches Luis!!! Hablas todos esos idiomas???? Que impresionante!,1 year ago,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.6517}",-0.6517,negative
Mejor hay que agradecer que tenemos a un gran presidente nuestro cabecita de algodón 😊,1 year ago,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.7184}",0.7184,positive
NECESITAMOS UN BUKELE EN MÉXICO 🇲🇽,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
